name,address,tax_id,incorporation_date,phone,email,company_type,status,field_of_business,hosocongty_url,masothue_url,scraping_time
CÔNG TY CỔ PHẦN YẾN ĐẢO HỘI AN,"58 Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312464310,18/09/2013,08-38389620,,Công ty cổ phần,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-co-phan-yen-dao-hoi-an-com-644.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-yen-dao-hoi-an-mst-0312464310.html,2024-08-10 18:23:55
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THỦY AN PHÁT,"398A Võ Văn Tần, Phường 05, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312464303,18/09/2013,0838328199,,,,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-thuy-an-phat-com-645.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-thuy-an-phat-mst-0312464303.html,2024-08-10 18:24:01
CÔNG TY TRÁCH NHIỆM HỮU HẠN DƯỢC PHẨM TÂN QUÝ,"208A Nguyễn Ngọc Nhựt, Phường Tân Quý, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312464293,18/09/2013,0902767782,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-duoc-pham-tan-quy-com-646.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-duoc-pham-tan-quy-mst-0312464293.html,2024-08-10 18:24:09
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT XÂY DỰNG VẠN ĐIỂM VIỆT,"6/2G ấp Hưng Lân, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312464286,18/09/2013,0837126605,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-san-xuat-xay-dung-van-diem-viet-com-647.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-san-xuat-xay-dung-van-diem-viet-mst-0312464286.html,2024-08-10 18:24:20
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU THIẾT BỊ KHẢI NGUYÊN,"689/4 Hồng Bàng, Phường 06, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",0312464279,19/09/2013,0909090096,,,,Bán buôn ô tô và xe có động cơ khác,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-thiet-bi-khai-nguyen-com-648.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-thiet-bi-khai-nguyen-mst-0312464279.html,2024-08-10 18:24:27
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XÂY DỰNG ĐÔNG TRÍ,"255/43 Đường số 11, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312464261,19/09/2013,0918503411,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-xay-dung-dong-tri-com-649.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-xay-dung-dong-tri-mst-0312464261.html,2024-08-10 18:24:41
CÔNG TY TNHH KIẾN BÌNH MINH,"01 Võ Văn Ngân, Phường Linh Chiểu, Quận Thủ Đức (Hết hiệu lực), Thành phố Hồ Chí Minh, Việt Nam",0312464092,18/09/2013,0837543624,,,,Sản xuất khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-kien-binh-minh-com-650.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-kien-binh-minh-mst-0312464092.html,2024-08-10 18:24:51
CÔNG TY TNHH SONG LONG TỬU,"57 Đường Số 8, Khu phố 16, Phường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312464078,18/09/2013,,,,,"Chưng, tinh cất và pha chế các loại rượu mạnh",https://hosocongty.vn/cong-ty-tnhh-song-long-tuu-com-651.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-song-long-tuu-mst-0312464078.html,2024-08-10 18:24:58
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NỘI THẤT HOÀNG GIA VIỆT,"78 Chế Lan Viên, Phường Tây Thạnh, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312464060,17/09/2013,,,,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-noi-that-hoang-gia-viet-com-652.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-noi-that-hoang-gia-viet-mst-0312464060.html,2024-08-10 18:25:06
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT QUÊ HƯƠNG,"34 Bửu Đình, Phường 05, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",0312464053,17/09/2013,0917676338,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-san-xuat-que-huong-com-653.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-san-xuat-que-huong-mst-0312464053.html,2024-08-10 18:25:15
CÔNG TY TNHH THƯƠNG MẠI NHÀ HÀNG 32,"32 Nguyễn Văn Đậu, Phường 05, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312464046,18/09/2013,0937584220,,,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-nha-hang-32-com-654.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-nha-hang-32-mst-0312464046.html,2024-08-10 18:25:18
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU ÁNH DUY,"159/8A Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312464039,17/09/2013,,,Công ty cổ phần,,Trồng rừng và chăm sóc rừng,https://hosocongty.vn/cong-ty-co-phan-thuong-mai-dich-vu-xuat-nhap-khau-anh-duy-com-655.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-thuong-mai-dich-vu-xuat-nhap-khau-anh-duy-mst-0312464039.html,2024-08-10 18:25:27
CÔNG TY TNHH CHÂU ANH VINA,"157 Trương Định, Phường 09, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312464021,17/09/2013,0838439732,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-chau-anh-vina-com-656.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-chau-anh-vina-mst-0312464021.html,2024-08-10 18:25:33
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐỊA ỐC TẤN PHÁT,"33/15 Lý Thường Kiệt, Phường 8, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312464014,18/09/2013,0903026168,,,,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-dia-oc-tan-phat-com-657.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-dia-oc-tan-phat-mst-0312464014.html,2024-08-10 18:25:36
CÔNG TY TNHH DỊCH VỤ CƠ KHÍ NAM SƠN VINA,"75/1 đường T.X 43, phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312464007,18/09/2013,(08)37166906,,,,Sửa chữa các sản phẩm kim loại đúc sẵn,https://hosocongty.vn/cong-ty-tnhh-dich-vu-co-khi-nam-son-vina-com-658.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-co-khi-nam-son-vina-mst-0312464007.html,2024-08-10 18:25:40
CÔNG TY TNHH HT FOODS,"67/4/119 Vũ Huy Tuấn, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312463998,18/09/2013,0903436061,,,,Bán buôn đồ uống,https://hosocongty.vn/cong-ty-tnhh-ht-foods-com-659.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-ht-foods-mst-0312463998.html,2024-08-10 18:25:48
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HÙNG LONG PHÁT,"5/1 đường 27, khu phố 9, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312463980,18/09/2013,0988929313,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-hung-long-phat-com-660.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-hung-long-phat-mst-0312463980.html,2024-08-10 18:25:52
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THÀNH VIỆT HÙNG,"4 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463973,17/09/2013,0839851517,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-thanh-viet-hung-com-661.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-thanh-viet-hung-mst-0312463973.html,2024-08-10 18:25:58
DOANH NGHIỆP TƯ NHÂN VÀNG BẠC ĐÁ QUÝ TẤN PHÁT,"1/5 Quang Trung, Khu phố 5, Thị Trấn Hóc Môn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312463966,18/09/2013,0838910312,,Doanh nghiệp tư nhân,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/doanh-nghiep-tu-nhan-vang-bac-da-quy-tan-phat-com-662.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-vang-bac-da-quy-tan-phat-mst-0312463966.html,2024-08-10 18:26:03
CÔNG TY TNHH TIẾP VẬN OMEGA,"Lầu 8, Tòa Nhà FPT, 153 Nguyễn Đình Chiểu, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312463814,17/09/2013,0913968588,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-tiep-van-omega-com-663.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tiep-van-omega-mst-0312463814.html,2024-08-10 18:26:14
CÔNG TY TNHH KỸ THUẬT HỒNG DƯƠNG,"Tầng 1 nhà B tòa nhà Vườn Ươm doanh nghiệp, lô D.01 đường Tân Thuận, khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312463807,17/09/2013,0839260787,,,,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-ky-thuat-hong-duong-com-664.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-ky-thuat-hong-duong-mst-0312463807.html,2024-08-10 18:26:26
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VÀ KỸ THUẬT PHẠM GIA,"306/33/3 Nguyễn Thị Minh Khai, Phường 05, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312463691,18/09/2013,,,Công ty TNHH một thành viên,,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-va-ky-thuat-pham-gia-com-665.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-va-ky-thuat-pham-gia-mst-0312463691.html,2024-08-10 18:26:32
CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DỊCH VỤ THIÊN MINH,"314 Nguyễn Thị Thập P.Tân Quy, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312463684,17/09/2013,0915018318,,Công ty TNHH một thành viên,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-dau-tu-phat-trien-thuong-mai-dich-vu-thien-minh-com-666.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-dau-tu-phat-trien-thuong-mai-dich-vu-thien-minh-mst-0312463684.html,2024-08-10 18:26:46
CÔNG TY CỔ PHẦN CAPELLA ENTERTAINMENT,"Lầu 4, Tòa nhà Ben Thanh Times Square, số 136-138 Lê Thị Hồn, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463652,17/09/2013,0862538888,,Công ty cổ phần,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-co-phan-capella-entertainment-com-667.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-capella-entertainment-mst-0312463652.html,2024-08-10 18:26:56
CÔNG TY TNHH KỸ THUẬT CÔNG NGHỆ KHANG THỊNH,"24/3 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463645,17/09/2013,0839101725,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-ky-thuat-cong-nghe-khang-thinh-com-668.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-ky-thuat-cong-nghe-khang-thinh-mst-0312463645.html,2024-08-10 18:27:07
CÔNG TY TNHH MỘT THÀNH VIÊN SAN HÔ XANH,"71A Hồ Bá Kiện, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312463638,18/09/2013,0918077655,,Công ty TNHH một thành viên,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-san-ho-xanh-com-669.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-san-ho-xanh-mst-0312463638.html,2024-08-10 18:27:09
CÔNG TY TNHH MỘT THÀNH VIÊN PH - THẢO THỊNH PHÁT,"91/2A Đường HT 22, Khu phố 6, phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312463620,18/09/2013,,,Công ty TNHH một thành viên,,(Mã ngành cũ) - Sản xuất hàng may sẵn (trừ trang phục),https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-ph-thao-thinh-phat-com-670.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-ph-thao-thinh-phat-mst-0312463620.html,2024-08-10 18:27:13
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI XÂY DỰNG CƠ KHÍ KỶ NGUYÊN,"31C Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463613,18/09/2013,0903312542,,,,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-xay-dung-co-khi-ky-nguyen-com-671.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-xay-dung-co-khi-ky-nguyen-mst-0312463613.html,2024-08-10 18:27:22
CÔNG TY TNHH NHA KHOA DDS - SÀI GÒN,"115 Phan Xích Long, Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312463606,17/09/2013,0913742915,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-nha-khoa-dds-sai-gon-com-672.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-nha-khoa-dds-sai-gon-mst-0312463606.html,2024-08-10 18:27:30
CÔNG TY TNHH KINH DOANH GIẤY MIỀN NAM,"201/29 Nguyễn Xí, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312463596,18/09/2013,0994292927,,,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-kinh-doanh-giay-mien-nam-com-673.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-kinh-doanh-giay-mien-nam-mst-0312463596.html,2024-08-10 18:27:36
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO RUBIC,"240 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312463589,18/09/2013,0915358779,,,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-quang-cao-rubic-com-674.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-quang-cao-rubic-mst-0312463589.html,2024-08-10 18:27:40
CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG BẢO CHI PHONG,"58/22 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463571,18/09/2013,38784179,,Công ty TNHH một thành viên,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-xay-dung-bao-chi-phong-com-675.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-xay-dung-bao-chi-phong-mst-0312463571.html,2024-08-10 18:27:44
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT CÔNG NGHIỆP VIỆT MỸ,"301, Đường số 7, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312463564,18/09/2013,0977447665,,,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-ky-thuat-cong-nghiep-viet-my-com-676.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-ky-thuat-cong-nghiep-viet-my-mst-0312463564.html,2024-08-10 18:27:52
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU HƯNG THỊNH,"372/30/14A Cách Mạng Tháng Tám, Phường 10, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312463525,17/09/2013,0822289169,,,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-xuat-nhap-khau-hung-thinh-com-677.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-xuat-nhap-khau-hung-thinh-mst-0312463525.html,2024-08-10 18:27:55
CÔNG TY TNHH IN VŨ NGUYÊN,"1414 Lê Đức Thọ, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312463476,17/09/2013,0915333009,,,,In ấn,https://hosocongty.vn/cong-ty-tnhh-in-vu-nguyen-com-678.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-in-bao-bi-vu-nguyen-mst-0312463476.html,2024-08-10 18:28:03
CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT IN BAO BÌ NHỰA TÂN ĐẠI PHÁT,"463/32 Lê Đức Thọ, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312463469,17/09/2013,0938779007,,,,Sản xuất sản phẩm từ plastic,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-san-xuat-in-bao-bi-nhua-tan-dai-phat-com-679.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-san-xuat-in-bao-bi-nhua-tan-dai-phat-mst-0312463469.html,2024-08-10 18:28:08
CÔNG TY TNHH PHÒNG THU ÂM THÀNH PHÁT,"B4/21 ấp 2, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312463451,17/09/2013,0977502839,,,,Hoạt động ghi âm và xuất bản âm nhạc,https://hosocongty.vn/cong-ty-tnhh-phong-thu-am-thanh-phat-com-680.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-phong-thu-am-thanh-phat-mst-0312463451.html,2024-08-10 18:28:24
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU HẢI SẢN BIỂN VIỆT NAM,"Phòng 408, Lầu 4, Tòa Nhà Hải âu, 39B Trường Sơn, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312463444,17/09/2013,0915250066,,Công ty cổ phần,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-co-phan-xuat-nhap-khau-hai-san-bien-viet-nam-com-681.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-xuat-nhap-khau-hai-san-bien-viet-nam-mst-0312463444.html,2024-08-10 18:28:32
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO BIG SUN,"114/8/10 ấp Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312463437,18/09/2013,,,,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-quang-cao-big-sun-com-682.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-quang-cao-big-sun-mst-0312463437.html,2024-08-10 18:28:37
CÔNG TY TNHH Y HỌC CỔ TRUYỀN HOÀNG NGỌC,"134 Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312463412,17/09/2013,0866854686,,,,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",https://hosocongty.vn/cong-ty-tnhh-y-hoc-co-truyen-hoang-ngoc-com-683.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-y-hoc-co-truyen-hoang-ngoc-mst-0312463412.html,2024-08-10 18:28:46
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI MỸ PHẨM HẢI YẾN,"122/60 Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",0312463395,17/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-my-pham-hai-yen-com-684.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-my-pham-hai-yen-mst-0312463395.html,2024-08-10 18:29:00
CÔNG TY TNHH MỘT THÀNH VIÊN STARLIGHT VIỆT NAM,"124 Nguyễn Thị Thập, Khu phố 4, Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312463388,17/09/2013,(08)37714182-0903,,Công ty TNHH một thành viên,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-starlight-viet-nam-com-685.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-starlight-viet-nam-mst-0312463388.html,2024-08-10 18:29:12
CÔNG TY TNHH  GOTEC CONSUMER,"190 Bạch Đằng, Phường 24, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312463324,17/09/2013,0866807208,,,,"Bán buôn gạo, lúa mỳ, hạt ngũ cốc khác, bột mỳ",https://hosocongty.vn/cong-ty-tnhh-gotec-consumer-com-686.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-gotec-consumer-mst-0312463324.html,2024-08-10 18:29:16
CÔNG TY TRÁCH NHIỆM HỮU HẠN HL MEDIA,"A33 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463317,17/09/2013,0979698119,,,,Quảng cáo,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-hl-media-com-687.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-hl-media-mst-0312463317.html,2024-08-10 18:29:21
CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIẾT BỊ VIỆT XANH,"911/10/16 Quang Trung, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312463282,17/09/2013,0902063942,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-ky-thuat-thiet-bi-viet-xanh-com-688.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-ky-thuat-thiet-bi-viet-xanh-mst-0312463282.html,2024-08-10 18:29:28
CÔNG TY TNHH THƯƠNG MẠI ST VIKO,"26 Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312463275,17/09/2013,0839209209,,,,Dịch vụ hỗ trợ giáo dục,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-st-viko-com-689.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-st-viko-mst-0312463275.html,2024-08-10 18:29:35
CÔNG TY TNHH THIẾT BỊ Y TẾ HƯNG THỊNH,"Số 10 Đường C12, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312463268,17/09/2013,08-62686161,,,,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",https://hosocongty.vn/cong-ty-tnhh-thiet-bi-y-te-hung-thinh-com-690.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-bi-y-te-hung-thinh-mst-0312463268.html,2024-08-10 18:29:43
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI THẮNG LẬP,"23B Đường số 3, Khu phố 2, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312463250,17/09/2013,,,,,Xây dựng nhà để ở,https://hosocongty.vn/cong-ty-tnhh-xay-dung-thuong-mai-thang-lap-com-691.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xay-dung-thuong-mai-thang-lap-mst-0312463250.html,2024-08-10 18:29:47
CÔNG TY TRÁCH NHIỆM HỮU HẠN  HỮU NGHỊ TÌNH THƯƠNG TÀI LỘC,"541/19/4 Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312463229,17/09/2013,0838775530,,,,Vận tải hành khách đường bộ khác,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-huu-nghi-tinh-thuong-tai-loc-com-692.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-huu-nghi-tinh-thuong-tai-loc-mst-0312463229.html,2024-08-10 18:29:54
