name,address,tax_id,incorporation_date,phone,email,company_type,status,field_of_business,hosocongty_url,masothue_url,scraping_time
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ TRANG TRÍ NỘI THẤT ĐÔ THỊ VÀNG,"451/25/14 Tô Hiến Thành, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312462338,17/09/2013,,,,,Vệ sinh chung nhà cửa,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-trang-tri-noi-that-do-thi-vang-com-738.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-trang-tri-noi-that-do-thi-vang-mst-0312462338.html,2024-08-10 22:51:26
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VI TÍNH NHẬT VƯỢNG,"55 Đường 18, KP5, Phường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312462320,17/09/2013,,,,,Hoạt động viễn thông khác,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-vi-tinh-nhat-vuong-com-739.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-vi-tinh-nhat-vuong-mst-0312462320.html,2024-08-10 22:51:31
CÔNG TY CỔ PHẦN MẮC CA NỮ HOÀNG,"B40, Khu quy hoạch K34, đường Trần Thiện Chánh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312462313,17/09/2013,62649255,,Công ty cổ phần,,Trồng cây lấy quả chứa dầu,https://hosocongty.vn/cong-ty-co-phan-mac-ca-nu-hoang-com-740.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-mac-ca-nu-hoang-mst-0312462313.html,2024-08-10 22:51:35
CÔNG TY TNHH KHÔNG GIAN SEVA,"72/1B Phan Đăng Lưu, Phường 05, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312462306,17/09/2013,,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-khong-gian-seva-com-741.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-khong-gian-seva-mst-0312462306.html,2024-08-10 22:51:42
CÔNG TY TNHH DỊCH VỤ BẢO VỆ AN NINH THĂNG LONG VIỆT NAM,"908/3A Quang Trung, Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312462296,17/09/2013,083831286,,,,Hoạt động bảo vệ tư nhân,https://hosocongty.vn/cong-ty-tnhh-dich-vu-bao-ve-an-ninh-thang-long-viet-nam-com-742.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-bao-ve-an-ninh-thang-long-viet-nam-mst-0312462296.html,2024-08-10 22:51:46
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI XÂY DỰNG ZENTA,"L17-11, tầng 17, Tòa nhà Vincom Center, Số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312462289,17/09/2013,0862872590,,,,Hoàn thiện công trình xây dựng,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-xay-dung-zenta-com-743.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-xay-dung-zenta-mst-0312462289.html,2024-08-10 22:52:12
CÔNG TY TNHH THẾ GIỚI VÉ RẺ,"Số 14 Vườn Chuối, Phường 04, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312462271,17/09/2013,0989274350,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-the-gioi-ve-re-com-744.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-the-gioi-ve-re-mst-0312462271.html,2024-08-10 22:52:37
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DUY KHOA,"138/1 Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312462507,17/09/2013,,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-duy-khoa-com-723.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-duy-khoa-mst-0312462507.html,2024-08-10 22:52:49
CÔNG TY CỔ PHẦN BÌNH THƯỜNG THÔI,"2/96 ấp Đồng Hòa, Xã Long Hoà, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",0312462497,17/09/2013,,,Công ty cổ phần,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-co-phan-binh-thuong-thoi-com-724.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-binh-thuong-thoi-mst-0312462497.html,2024-08-10 22:52:52
CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG HỒNG QUANG,"Căn 1.10, Tầng 1, tháp C, Khu thương mại dịch vụ kết hợp nhà, Phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312462472,17/09/2013,02862810220 - 028628,,,,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,https://hosocongty.vn/cong-ty-tnhh-tu-van-thiet-ke-xay-dung-hong-quang-com-725.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-thiet-ke-xay-dung-hong-quang-mst-0312462472.html,2024-08-10 22:52:57
CÔNG TY CỔ PHẦN TAKARA,"Số Nhà 13, Đường Đ2, Jamona Golden Silk, 210 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312462465,17/09/2013,0866708999,,Công ty cổ phần,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-co-phan-takara-com-726.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-takara-mst-0312462465.html,2024-08-10 22:53:00
CÔNG TY TRÁCH NHIỆM HỮU HẠN QUANG ĐIỆN XANH,"Lầu 7, Arirang Building, Số 131 Trần Huy Liệu, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312462458,17/09/2013,(08)38443808,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-quang-dien-xanh-com-727.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-quang-dien-xanh-mst-0312462458.html,2024-08-10 22:53:03
CÔNG TY TNHH WEBHUYNHDE.COM,"350/54/21 Lê Đức Thọ, Phường 6, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312462440,17/09/2013,,,,,Lập trình máy vi tính,https://hosocongty.vn/cong-ty-tnhh-webhuynhdecom-com-728.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-webhuynhdecom-mst-0312462440.html,2024-08-10 22:53:05
CÔNG TY TNHH ĐẦU TƯ TUẤN THÀNH PHÁT,"132 Nguyễn Du, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312462433,17/09/2013,0903 878 916,,,,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",https://hosocongty.vn/cong-ty-tnhh-dau-tu-tuan-thanh-phat-com-729.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-tuan-thanh-phat-mst-0312462433.html,2024-08-10 22:53:08
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC VHT,"37 Hà Chương, phường Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312462426,17/09/2013,,,,,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-tin-hoc-vht-com-730.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-tin-hoc-vht-mst-0312462426.html,2024-08-10 22:53:17
CÔNG TY TNHH VẬT LIỆU XÂY DỰNG TÂN HÒA,"177B Đường Phạm Hữu Lầu, Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",0312462419,17/09/2013,0837815359,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-vat-lieu-xay-dung-tan-hoa-com-731.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-vat-lieu-xay-dung-tan-hoa-mst-0312462419.html,2024-08-10 22:53:21
CÔNG TY TNHH SẮT THÉP TRƯỜNG THỊNH,"C5/13B ấp 3, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312462401,17/09/2013,02837652129,,,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-sat-thep-truong-thinh-com-732.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-sat-thep-truong-thinh-mst-0312462401.html,2024-08-10 22:53:24
CÔNG TY TNHH ĐT TM DV THÀNH CÔNG,"Lầu 6 Cao ốc Mỹ Thịnh, 137 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312461912,16/09/2013,0932595544,,,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-dt-tm-dv-thanh-cong-com-757.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dt-tm-dv-thanh-cong-mst-0312461912.html,2024-08-10 22:53:26
CÔNG TY TNHH CÔNG NGHỆ QUẢNG CÁO NGUYỄN TRƯỜNG,"549/71/18 Lê Văn Thọ, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312461905,17/09/2013,37545567,,,,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://hosocongty.vn/cong-ty-tnhh-cong-nghe-quang-cao-nguyen-truong-com-758.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-cong-nghe-quang-cao-nguyen-truong-mst-0312461905.html,2024-08-10 22:53:30
CÔNG TY CỔ PHẦN NGÔI NHÀ Ý,"212A Bùi Văn Ba P.Tân Thuận Đông, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312461768,16/09/2013,0918282829,,Công ty cổ phần,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-co-phan-ngoi-nha-y-com-769.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-ngoi-nha-y-mst-0312461768.html,2024-08-10 22:53:34
CÔNG TY CỔ PHẦN SONG NGUYỄN TRẦN,"70 Quốc Hương, Phường Thảo Điền, Quận 2 (Hết hiệu lực), Thành phố Hồ Chí Minh, Việt Nam",0312461750,16/09/2013,0835142633,,Công ty cổ phần,,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",https://hosocongty.vn/cong-ty-co-phan-song-nguyen-tran-com-770.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-song-nguyen-tran-mst-0312461750.html,2024-08-10 22:53:41
CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO SỨC MẠNH SỐ,"616/80 Lê Đức Thọ, Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312461743,17/09/2013,0976312351,,,,"Hoạt động sản xuất phim điện ảnh, phim video và chương trình truyền hình",https://hosocongty.vn/cong-ty-tnhh-truyen-thong-va-quang-cao-suc-manh-so-com-771.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-truyen-thong-va-quang-cao-suc-manh-so-mst-0312461743.html,2024-08-10 22:53:44
DOANH NGHIỆP TƯ NHÂN KINH DOANH VẬT LIỆU XÂY DỰNG HOÀNG QUÂN,"598 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312461736,17/09/2013,0906700678,,Doanh nghiệp tư nhân,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/doanh-nghiep-tu-nhan-kinh-doanh-vat-lieu-xay-dung-hoang-quan-com-772.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-kinh-doanh-vat-lieu-xay-dung-hoang-quan-mst-0312461736.html,2024-08-10 22:54:12
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BEST CARE,"21/22 đường số 3, Khu dân cư Bình Phú, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",0312461729,16/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-best-care-com-773.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-best-care-mst-0312461729.html,2024-08-10 22:54:36
CÔNG TY TNHH THƯƠNG MẠI LARIA,"496-496A-496B Nguyễn Thị Minh Khai, Phường 02, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312461711,17/09/2013,0982972428,,Công ty TNHH hai thành viên trở lên,Đang hoạt động,"Sản xuất ca cao, sôcôla và mứt kẹo",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-laria-com-774.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-laria-mst-0312461711.html,2024-08-10 22:54:48
CÔNG TY TNHH BAO BÌ HIỆP HÒA,"4/59 Đặng Công Bỉnh, ấp Nhị Tân 2, Xã Tân Thới Nhì, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312461704,17/09/2013,08-35960165,,,,Sản xuất sản phẩm từ plastic,https://hosocongty.vn/cong-ty-tnhh-bao-bi-hiep-hoa-com-775.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-bao-bi-hiep-hoa-mst-0312461704.html,2024-08-10 22:54:52
CÔNG TY TNHH GIẢI TRÍ INNOTV,"Lầu 3, số 90-92 Lê Thị Riêng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312461574,16/09/2013,,,,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-giai-tri-innotv-com-776.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-giai-tri-innotv-mst-0312461574.html,2024-08-10 22:54:54
CÔNG TY TNHH VILACOLEX,"382/17-19 Tầng 3, Nguyễn Thị Minh Khai, Phường 05, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312461567,16/09/2013,,,,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-vilacolex-com-777.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-vilacolex-mst-0312461567.html,2024-08-10 22:54:57
CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN THIẾT KẾ XÂY DỰNG SÀI GÒN MỚI,"Số 280/29 Rừng Sác, ấp Bình Thuận, Xã Bình Khánh, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",0312461479,16/09/2013,0905660566,,Công ty TNHH một thành viên,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-tu-van-thiet-ke-xay-dung-sai-gon-moi-com-778.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-tu-van-thiet-ke-xay-dung-sai-gon-moi-mst-0312461479.html,2024-08-10 22:55:00
DOANH NGHIỆP TƯ NHÂN KIM THẢO TUẤN,"Sạp số 1, chợ Hòa Hưng, đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312461461,16/09/2013,,,Doanh nghiệp tư nhân,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/doanh-nghiep-tu-nhan-kim-thao-tuan-com-779.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-kim-thao-tuan-mst-0312461461.html,2024-08-10 22:55:06
CÔNG TY TNHH WAYS SAIGON,"62/75/12 Lâm Văn Bền, KP4, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312461454,16/09/2013,0835126260,,,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-ways-saigon-com-780.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-ways-saigon-mst-0312461454.html,2024-08-10 22:55:08
CÔNG TY TNHH THƯƠNG MẠI CITYPHAR SÀI GÒN,"259 Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312461895,16/09/2013,0835888137,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-cityphar-sai-gon-com-759.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-cityphar-sai-gon-mst-0312461895.html,2024-08-10 22:55:14
CÔNG TY TNHH LOUIS & INTELLI,"99/7/14 Đường HT 35, phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312461888,16/09/2013,,,,,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://hosocongty.vn/cong-ty-tnhh-louis---intelli-com-760.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-louis-intelli-mst-0312461888.html,2024-08-10 22:55:19
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU H&T,"103/5 Cô Giang, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312461870,16/09/2013,0838369907,,Công ty cổ phần,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-co-phan-xuat-nhap-khau-h-t-com-761.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-xuat-nhap-khau-ht-mst-0312461870.html,2024-08-10 22:55:23
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ SINH VIÊN,"32 Đường 23, Khu phố 4, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312461863,16/09/2013,0989390067,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-sinh-vien-com-762.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-sinh-vien-mst-0312461863.html,2024-08-10 22:55:27
CÔNG TY TNHH ĐẦU TƯ FX CHÂU Á,"37 Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312461856,17/09/2013,0909688673,,,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-dau-tu-fx-chau-a-com-763.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-fx-chau-a-mst-0312461856.html,2024-08-10 22:55:29
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ PHÂN PHỐI MINH THÀNH,"168 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312461831,17/09/2013,0983901065,,Công ty TNHH một thành viên,,"Đại lý, môi giới, đấu giá",https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-phan-phoi-minh-thanh-com-764.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-phan-phoi-minh-thanh-mst-0312461831.html,2024-08-10 22:55:34
CÔNG TY TNHH IN ẤN GIA HỶ,"43/25/33A Trần Thái Tông, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312461824,16/09/2013,0902990087,,,,In ấn,https://hosocongty.vn/cong-ty-tnhh-in-an-gia-hy-com-765.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-in-an-gia-hy-mst-0312461824.html,2024-08-10 22:55:41
CÔNG TY TNHH THƯƠNG MẠI & XÂY DỰNG AMARYLLISVN,"Tầng 19, Khu A, Indochina Park Tower, Số 4 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312461817,16/09/2013,0862556641,,,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-thuong-mai---xay-dung-amaryllisvn-com-766.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-noi-that-alis-mst-0312461817.html,2024-08-10 22:55:45
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ NGUYỄN PHAN,"389/30 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312461782,16/09/2013,0938922844,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-nguyen-phan-com-767.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-nguyen-phan-mst-0312461782.html,2024-08-10 22:56:18
CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN LIÊN LẠC QUẢNG ĐÔNG,"25 đường Phan Khiếm ích, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312461775,16/09/2013,0837751242,,Công ty TNHH một thành viên,,(Mã ngành cũ) - Dịch vụ thông tin khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-lien-lac-quang-dong-com-768.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-lien-lac-quang-dong-mst-0312461775.html,2024-08-10 22:56:45
CÔNG TY TNHH MỘT THÀNH VIÊN HỒ LY VỌNG,"132/98 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312461447,16/09/2013,0916244467,,Công ty TNHH một thành viên,,"Hoạt động bảo tồn, bảo tàng",https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-ho-ly-vong-com-781.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-ho-ly-vong-mst-0312461447.html,2024-08-10 22:56:57
CÔNG TY TNHH SỨC MẠNH VÀNG,"Phòng 1901, Tòa nhà SaiGon Trade Center, Số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312461422,16/09/2013,,,,,Dịch vụ hỗ trợ giáo dục,https://hosocongty.vn/cong-ty-tnhh-suc-manh-vang-com-782.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-suc-manh-vang-mst-0312461422.html,2024-08-10 22:57:00
CÔNG TY TNHH THÀNH LÊ ELECTRIC & TRADING,"69/3 Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312461133,16/09/2013,0908231266,,,,"Đại lý, môi giới, đấu giá",https://hosocongty.vn/cong-ty-tnhh-thanh-le-electric---trading-com-793.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thanh-le-electric-trading-mst-0312461133.html,2024-08-10 22:57:04
CÔNG TY TRÁCH NHIỆM HỮU HẠN NHÀ HÀNG PHƯỚC AN,"151 Lê Hồng Phong, Phường 03, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",0312461126,16/09/2013,,,,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-nha-hang-phuoc-an-com-794.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-nha-hang-phuoc-an-mst-0312461126.html,2024-08-10 22:57:07
CÔNG TY TNHH MỘT THÀNH VIÊN SIN JIN VIỆT NAM,"16/9/1 Trần Văn ơn, Phường Tân Sơn Nhì, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312460919,16/09/2013,0986680008,,Công ty TNHH một thành viên,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-sin-jin-viet-nam-com-805.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-sin-jin-viet-nam-mst-0312460919.html,2024-08-10 22:57:11
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ TÍN THÀNH PHÁT,"429/13/7 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312460901,16/09/2013,01234563646,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-tin-thanh-phat-com-806.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-dich-vu-tin-thanh-phat-mst-0312460901.html,2024-08-10 22:57:15
CÔNG TY TNHH MEKONG TOMLAND,"Số 1 Đường 32, Khu phố 4, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312460891,16/09/2013,0915828636,,,,Hoạt động tư vấn quản lý,https://hosocongty.vn/cong-ty-tnhh-mekong-tomland-com-807.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mekong-tomland-mst-0312460891.html,2024-08-10 22:57:18
CÔNG TY TNHH THIẾT BỊ Y TẾ HOÀNG TẤN PHÁT,"183/15/26 đường TX52, Khu phố 4, phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312460884,16/09/2013,0822213723,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thiet-bi-y-te-hoang-tan-phat-com-808.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-bi-y-te-hoang-tan-phat-mst-0312460884.html,2024-08-10 22:57:25
CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN CƠ KHÍ THÀNH ĐƯỢC,"111 đường Liên Khu 4/5, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312460877,16/09/2013,,,Công ty TNHH một thành viên,,Đúc sắt thép,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-co-khi-thanh-duoc-com-809.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-mot-thanh-vien-co-khi-thanh-duoc-mst-0312460877.html,2024-08-10 22:57:29
CÔNG TY TNHH THIẾT KẾ NỘI THẤT ANTONIO DE TORRES,"Số 42 Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312460852,16/09/2013,02838612230,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-thiet-ke-noi-that-antonio-de-torres-com-810.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-ke-noi-that-antonio-de-torres-mst-0312460852.html,2024-08-10 22:57:33
